simple_babies
64564.468499999995
64240.570083025
63918.29655644183
63597.63976871701
63278.59160921061
62961.144007971074
62645.28893553108
62331.0184027045
62018.32446038427
61707.19919934134
61397.63475002464
61089.623282362016
61046.606005967355
61003.61902090482
60960.66230584427
60917.73583947057
60874.83960048362
60831.97356759828
60789.13771954444
60746.332035066924
60703.55649292557
60660.811071895136
60618.095750765344
60575.41050834085
60532.75532344123
60490.13017490098
60447.53504156949
60404.96990231106
60362.43473600485
60319.92952154492
60277.45423784017
60235.00886381436
60192.59337840609
60150.2077605688
60107.85198927074
60065.52604349497
